"Path","Value"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100S","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100S\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100X-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A10","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A10\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A16","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A16\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A40","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA A40\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A2000","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A2000\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A3000","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A3000\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A4000","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A4000\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A5000","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A5000\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A6000","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA RTX A6000\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T1000","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T1000\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T1200","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T1200\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T400","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T400\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T500","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T500\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T600","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\NVIDIA T600\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 1000","196616"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 2000","196616"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 3000","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 400","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 4000","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 410","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 500","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 5000","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 5010","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 600","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro 6000","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 1500","520"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 1600","264"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 1700","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 1800","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 2500","520"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 2700","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 2800","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 350","124"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 3500","520"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 360","92"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 3600","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 370","8"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 3700","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 380","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 3800","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 4000","124"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 4400","520"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 4500","131592"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 4600","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 4700","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 4800","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 550","92"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 5500","131592"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 560","92"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 5600","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 570","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 580","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 5800","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 770","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX 880","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K1","132104"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K1\V001_FG_V2221138541","140296"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K100","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K120Q","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K140Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K160Q","132104"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K160Q\V001_FG_V2221138541","140296"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K180Q","132104"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K180Q\V001_FG_V2221138541","140296"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K2","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K2\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K200","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K220Q","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K240Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K260Q","132104"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K260Q\V001_FG_V2221138541","140296"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K280Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID K280Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-0Q","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-8Q","201736"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M10-8Q\V001_FG_V2221138541","209928"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-0Q","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-8Q","201736"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M6-8Q\V001_FG_V2221138541","209928"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-0Q","65544"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-8Q","201736"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID M60-8Q\V001_FG_V2221138541","209928"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-12Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-12Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-6Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100C-6Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P100X-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P4-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\Quadro FX GRID P4-2Q","197640"
